,Words,Emotions
12151,i pay godaddy for the privellege of having a domain i feel im also supporting their efforts to get this bill that i vehemently oppose shoved through,love
12152,i feel ugly i look ugly,sadness
12153,im feeling funny a href http,surprise
12154,i feel weird sharing that but this is the source of some of my greatest insecurities,surprise
12155,ive not used elvive for years and i admit to feeling a bit naughty having strayed from an sls free formula,love
12156,i feel empty and dim if i miss that,sadness
12157,i don t feel you all the time and you re not always on my mind but i ve got you from time to time and i know the divine yes i know the divine it all began at mount sinai,joy
12158,i always tell them to just wear what makes them look feel cute,joy
12159,i feel have wronged me,anger
12160,i watch this clip every time i feel a bit miserable and need a laugh,sadness
12161,i am feeling emotionally and physically exhausted,sadness
12162,i feel that i am neither of those two types i should be a sheep type of boyfriend that kind of person who is gentle likes to take care of people and of course hopes to be taken care of many times as well,love
12163,i keep waiting for some grand stroke of wisdom and peace to overcome me but all i feel is irritable and bewildered,anger
12164,i seriously feel uncomfortable,fear
12165,i feel threatened i feel fear,fear
12166,i enjoy exercising feeling and looking fantastic amd love having so much more energy,joy
12167,i feel you see frantic and thus i am afraid,fear
12168,i always found there is undiscovered peaceful under the deeper water that make myself feel calm at same time when i be afraid at first sight i explored it,joy
12169,i feel like ive been defeated,sadness
12170,i am feeling mega pathetic and clingy todayyy,sadness
12171,i would like a lazy immersed in my boring feeling i like the friends have a pleasant talk together and boring,joy
12172,i feel that my child will be very handsome or beautiful a perfect harmony between my husband and i,joy
12173,i cant describe how im feeling without giving it away but in a way im feeling a bit heartbroken but definitely touched,sadness
12174,i t want t know f t habitual t feel frightened wh n initiation r career,fear
12175,i feel like ive gone out of my way to be particularly considerate about not having inconsequential complaints so i dont illicit those feelings in others that i so ungraciously had before as well,love
12176,i couldn t see a future without the pain and i was feeling heartbroken i d gone from being a very happy and active mum doing lots of outdoor activities with my children,sadness
12177,i feel about colors shades needing to match exactly so i am very thankful for all the time she put into making everything exactly to my liking,joy
12178,i feel a little less burdened,sadness
12179,i can run and it feels amazing,surprise
12180,i were any sort of poet i am convinced i would be sucked in to the romantic literary style and simply write for days about the turning of the leaves the feeling of the cool wind with the warm sun,joy
12181,i brought my bomber in that way but i don t feel like getting our little convoy of haulers through that as well,joy
12182,i feel offended that youre offended way but in the oh crap there i go offending people again way,anger
12183,i loved the feeling of providing for my little girl feeling like i could do something worthwhile and so natural as breastfeeding,joy
12184,ive been slowly working on my london zine but havent been feeling super inspired,joy
12185,i wanted to root for someone to feel wronged and condemned on their behalf,anger
12186,i started getting back on track health wise and i already feel relieved,joy
12187,i remember amsterdam where the circumstances were difficult and i was feeling melancholy,sadness
12188,hearing about developments of sience in the west a lot better than china,sadness
12189,i feel like thats a pretty petty thing to complain about,anger
12190,i write when im feeling in the mood to dont let the cute face and my shyness ever fool you im here,joy
12191,i too still believe in feminism and i still believe in the saving power of rock music as bauer proclaims at the end of the article so why am i left feeling skeptical and unconvinced,fear
12192,i cant help but feel suspicious of everything,fear
12193,i feel even more beaten down without the encouragement and am afraid i might try to hide from the world in bed feeling like i ve already lost,sadness
12194,i want to feel intelligent sexy cute funny,joy
12195,i don t know how to feel any other way about losing someone who feels like a member of my family than heartbroken,sadness
12196,im not sure if it has something to do with venus being so close but i have been feeling so depressed,sadness
12197,i don t feel too troubled over work anymore getting used to the movement of the day,sadness
12198,im inclined to believe that im simply too lazy to feel particularly greedy,anger
12199,i only heard news that made me feel really delighted,joy
12200,i feel greedy and selfish,anger
12201,i could follow every twitch of thought and swell of feeling quiver through his tortured expression,anger
12202,i feel like i am the most creative and talented person ever okay well maybe not but i do feel pretty good about myself,joy
12203,i feel too smugly virtuous about re using old textiles to feel bad about a few extra seams in a thing,joy
12204,one night,joy
12205,i always feel reassured after my appts,joy
12206,i feel so glad that were chosen in the same batch,joy
12207,i am only confirming that i feel what acker felt or recognise at least that rich world she describes,joy
12208,i feel remorseful when i act the drunken fool too,sadness
12209,i think and how i feel and i m kind of proud that i have the guts to share this,joy
12210,i ask that before you dump millions of dollars into your party which you have rightfully earned perhaps consider that as the leader of the free world you should be feeling the crunch as well,joy
12211,i feel delighted when i make good food,joy
12212,i am now feeling much more positive about her agility future because i could actually see it is there shes due her second measure some time over the next months and i would so love her to measure into small,joy
12213,i have here is that whilst in one turn ill want people to make me feel better but on the other i dont want to have to think about it at all,joy
12214,i was feeling benevolent and understanding because i said nothing,joy
12215,i remember feeling hair and being confused my kids dont have hair at birth but not having the presence of mind to really process what i was feeling,fear
12216,i was really upset when he went away though i can understand how he must feel and i wont be greedy and pester him about it,anger
12217,i completely feel sympathetic for my children that suffer mentally because life is just too over stimulating,love
12218,i feel the isolation and despair of the rejected,sadness
12219,i feel dirty srcurl http draftbloger,sadness
12220,i feel a divine calling to become an lsd chemist the pub shroomery message board link href smarty templates css www,joy
12221,i was feeling aching earlier this morning but not much now,sadness
12222,i am just kind of left feeling insecure and uneasy in my own skin,fear
12223,i hate feeling that a day got away from me and nothing not one thing productive got done,joy
12224,im feeling cranky im not going to lie,anger
12225,im feeling paranoid already,fear
12226,i did feel bad for her because she did feel like she was getting pressured to get her cherry popped,sadness
12227,i always feel relaxed and happy there,joy
12228,i would feel miserable but i believe this misery comes from me not placing my faith in the works of christ,sadness
12229,i can see a dramatic improvement in my skills on the dubied already and feel that with practice i could produce lovely work in the future,love
12230,im feeling quite positive at the moment,joy
12231,i read them it is the only point of my day where i feel like im actually an intelligent human being,joy
12232,i always get the feeling that im actually dampening my friends moods because theyre all so carefree and happy with their life while i dont show the same enthusiasm,joy
12233,i feel so happy when i eat something that i know i started from seed and cared for along the way,joy
12234,i read the sentinel article on hanford city councilman dan chins proposed media policy and the secret committee meetings my feelings could be summed up in a single word alarmed,fear
12235,i feel like ive had a pretty productive lazy weekend all things considered,joy
12236,id be feeling paranoid about going bald,fear
12237,i do feel offended and i think justly,anger
12238,i feel like this because i start being naughty in order to validate my existance,love
12239,when i damaged my wristwatch which i liked very much,anger
12240,i have had things happen and allowed things to happen to me that have made me feel ugly disgusting and unworthy of being loved or even feeling like i matter in this world,sadness
12241,i am left feeling unsure and confused,fear
12242,i know this is supposed to come across as funny but i can t help but feel sorry for the poor guy,sadness
12243,i dont really care about just because i can and thats what feels rotten,sadness
12244,i have studied logic and ethics and i know with certainty that the motivation of feeling superior is not an excuse for judgement finger pointing and its eventual consequence hatred and in this case homophobia,joy
12245,i took a little liberty here artistic license perhaps and went with a festive feeling for these as well,joy
12246,i feel listless and unable to imagine ever working again,sadness
12247,i feel permanently heartbroken but at the same time if she were to ask me out again i would mend it right up and do it again,sadness
12248,i started feeling like myself again but it was a pretty rotten time in between,sadness
12249,i love hanging with the kids feeling calm focused and relaxed a burgeoning garden working out spending time with friends and loved ones dinner parties celebrations creative time weekends away healthy house plants,joy
12250,i had to change after several months due to the fact that i didnt feel my daughter was being helped or my daughter convinced me how rotten the therapists were,joy
12251,i am feeling very delighted after watching the indian cricket team chasing sri lankas mammoth total of,joy
12252,i get the feeling that i m doing something naughty,love
12253,my flatmate was asking questions about my relationship with my boyfriend,anger
12254,i returned to the ground floor feeling dazed,surprise
12255,i did indeed feel sentimental about this first home of ours together,sadness
12256,i love loving people and when i get the opportunity to really show how i feel i m going to do it no matter how stupid it sounds,sadness
12257,ive spent a while with i still cant make good conversation with and feel awkward around,sadness
12258,i feel that thursday was the important first step that is needed towards helping e get better with her eating,joy
12259,i feel this ad does i m not impressed,surprise
12260,i feel that im as curious as when i was a child,surprise
12261,i can feel that gentle rhythm imprinted on my skin i vibrates up my arm my stomach clenches my legs squeeze i forget his own leg has somehow ended up between mine,love
12262,i was feeling paranoid as fuck thinking people would be out looking for me,fear
12263,i feel accepted for who i am,love
12264,i feel tortured with tiredness everyday,fear
12265,i feel like a petty murder shoudlnt be punished nearly as heavily as human beings who are constantly shitty to other human beings,anger
12266,i feel so thankful to have been able to be apart of the one in the bay area,joy
12267,i love the way i just look into her eyes and feel assured,joy
12268,i have realized from this past week is that it is ok to feel heartbroken,sadness
12269,i have been too worried about money and the state of our industry ok and a little surgery to engage in such trips lately but for some hard to determine reason i am feeling a little more relaxed,joy
12270,i think i could manage one team in jacksonville without feeling too dirty,sadness
12271,i feel defective for not wanting what makes me a woman,sadness
12272,i ended up asking my seminar professor is it completely normal to have these alternating periods of intense paranoia at my own inadequacies and at times feeling completely self assured and annoyingly pompous and accomplished,joy
12273,i actually feel really horribly vain posting this but im kinda curious,sadness
12274,i got to know more about the three movies i feel sincere respect to the director richard linklater and the whole team of crew of creating this love story,joy
12275,i feel back onto my bed caring for my stinging eye,love
12276,i just feel distressed i dont know why though but i do,fear
12277,i feel really stressed out,sadness
12278,i like this photo of myself because i feel that i look more elegant in indian clothes,joy
12279,i want to thank you for making me feel a little more accepted,joy
12280,i feel stupid typing that,sadness
12281,i was wide awake and miserable at am still feeling like crap when i got a very pleasant surprise,joy
12282,i feel like one of those dirty confidential intermediaries that i so dislike,sadness
12283,i am feeling especially irritated,anger
12284,i feel much more relaxed this year said jane pollicino who came to ground zero tuesday morning to mourn her husband who was killed at the trade center,joy
12285,i think i used to overeat i mean one reason anyway was because i wanted to make sure i didn t feel deprived later,sadness
12286,i am enjoying the month old puppy piddi and feeling the gentle breeze that floats through the cool inner chambers of the house,love
12287,i just want to stop feeling so shitty i feel terrible and horrid and eurgh,sadness
12288,i need her and offers valuable constructive advice when i feel unsure or negative about my writing,fear
12289,ive survived thanksgiving scouts birthday and preparation for the pinewood derby im feeling pretty good,joy
12290,i lock mine with a long lifeline and loop to a cleat or piling and take my gas line and if i m feeling especially paranoid the spark plug too covering the hole with duct tape,fear
12291,i can t help but feel nostalgic every time i listen to it,love
12292,i have cried in my loneliness and smoked because i felt like i had something that made me feel accepted no matter what and also made me not care about what wasn t family spouse and children,joy
12293,i feel very envious,anger
12294,i got up feeling all lively since the sun is extra bright today,joy
12295,i am feeling quite well this morning,joy
12296,i am feeling overwhelmed by god s grace,fear
12297,i eat and feel satisfied,joy
12298,i don t have a gigantic fabric stash so each piece feels very precious to me,joy
12299,i feel complacent in my life,joy
12300,im feeling very generous i bought a gift for a too,joy
12301,i feel like this i can look into that sweet face and remember that im supposed to love you,joy
12302,i would also change the floor to a more pleasant feeling and dog friendly flooring,joy
12303,i just feel disillusioned,sadness
12304,i left feeling pretty chuffed with my finds,joy
12305,i always feel very threatened by her when it comes to guys cox you no she gets a lot of contact with the guys i like like my first and bf,fear
12306,i hardly feel they have any wow factor at all until i saw how stunned liv was at the entire concept,surprise
12307,i don t know but i enjoy watching movies where pain transcends on me like i can feel my heart aching or i can cry a pail of tears,sadness
12308,i feel about puppy mills puppy mills are run by greedy people who do not care about the quality of life for animals,anger
12309,i would not accept his love fully feeling of being damaged,sadness
12310,i say i wish shed found out the whole score its more because i feel sad at the idea of her finishing up different from me and tommy,sadness
12311,i do feel a bit delighted,joy
12312,im so excited but feeling kind of shy about it smile,fear
12313,i start to feel frantic where are the candles the matches the one flashlight thats actually ashers bug light no fans in the house move beds outside boys in the bath dont touch the candles goodbye meat in the fridge,fear
12314,im feeling selfish right now because i want that time back,anger
12315,i occasionally find myself feeling desiring the room and time to distill and slowly mull over consider and explore the rich complexities that surround the foggy notion that there is an objective definitive knowledge of tantric buddhism,joy
12316,i start writing i feel affectionate interested and frustrated,love
12317,i feel less intimidated with her here to help,fear
12318,i did or i did not doesnt matter any more because i am starting to feel assured of who i am now and have made peace with why i lied in the past,joy
12319,i have to loathe myself or even allow myself to feel damaged long term,sadness
12320,i feel so uncertain about the decade ahead,fear
12321,i also feel i do not deserve anyones sympathy or help or caring because i do not feel worthy of anything,love
12322,i feel like ive missed the boat,sadness
12323,i feel that all music has some artistic value but with so much music out there is modern pop really worth investing your time in,joy
12324,i feel that someone is trying to pry out of my hands something that is very precious to me,joy
12325,i will feel somehow punished so she holds me as much as possible when she puts the baby down,sadness
12326,im feeling too stressed doing homework that i dont feel like going out,sadness
12327,i feel reassured that the world is the world i remember,joy
12328,i reconciled and life goes on as does marriage but i feel terrible for what i did to her and to the one with whom i had the affair,sadness
12329,im feeling proud of my achievement because cutting off my hair was a big freaking ordeal,joy
12330,i long for this its a need i feel is all of this in vain,sadness
12331,i finally feel excited to continue to try to lose some weight,joy
12332,i feel that some violent natures are generic,anger
12333,i feel a longing to call my mother to tell her how sorry i am that i left home early,love
12334,i feel shy to him all the time,fear
12335,i feel safe knowing that the things and people around me are there and will stay there,joy
12336,i do feel his role is as vital as mine and i like feeling that way about our family dynamic,joy
12337,i immediately related to feeling curious about everything,surprise
12338,im left feeling convinced this is another relationship that is damaged and it was one of only a handful remaining that i had trust in,joy
12339,i started this off feeling a little melancholy but i think the holy spirit must have come in and given me a hand because i feel like now i understand my situation better than i did half an hour ago,sadness
12340,i feel fucking fantastic and wanted to share the news with you,joy
12341,i can t believe that someone would feel that this is socially acceptable or even remotely ok,joy
12342,ive told friends and fellow fans i feel like weve all been partaking in a delicious feast these last seasons and now were about to get that last really fine meal,joy
12343,i feel a litte shaken up by this point,fear
12344,i are feeling somewhat indecisive about what we want to do to celebrate our anniversary,fear
12345,i feel jolly,joy
12346,i was feeling unhappy with my work i joined in with the carping,sadness
12347,i cant feel the pain but i feel the aching ness of my cheek dont know if its because of the long period of opening my mouth,sadness
12348,i feel like someone who really should learn not to stress out because we live in an ultimately benign universe,joy
12349,i can t even stand this feeling because i realize that everything is for nothing i will never be with you and i will never see you in my life it hurts but i keep supporting you,joy
12350,i feel so proud and blessed to be carrying this baby,joy
12351,i went to dads caught up with alice watched idol which was extremly crap and boring i dont know why i watch it but i feel like i need to be loyal to it,love
12352,i used to want to get married so i feel a little heartbroken,sadness
12353,i know and in the back of my mind i feel like im not being loyal trusting but i need to make sure that im doing the best thing,love
12354,i will probably never feel bouncy so feel free to remove that emotion from my selection,joy
12355,i feel like a lot of teenagers including myself feel like this around their parents but with colby it s amplified because she knows how important her dad s job is and she feels like she can t protest how much time he spends doing it,joy
12356,i was feeling a little skeptical that it would arrive on time the situation was not improved by the fact that despite various perfect party setups seeking in ffxi nobody was bothering to set them up including me but duh im lazy,fear
12357,i feel so emotional when i saw those touch flusher but the position is still on the back when youre in seated position,sadness
12358,i had been feeling rather unhappy lately because id been feeling left out of groups friends,sadness
12359,i know im probably preaching to the choir on this one but i feel very passionate about the health and well being of my american friends who i love dearly,love
12360,i feel like im really settling into my life here and like im finally back in the spain that ive missed for more than years,sadness
12361,im going through some feels today and ive got to admit theyre pretty unpleasant,sadness
12362,i just feel so ugly,sadness
12363,i feel like i tend be more passionate about things that are less popular to talk about,joy
12364,i have a feeling i was one of that idiotic childish trumpeters he was talking about luh,sadness
12365,i also think its because im so afraid of feeling victimized again,sadness
12366,i feel for pete but i also admire the fact that he is not devastated by it and is still his positive happy self,sadness
12367,i feel this way as this version of myself gentle gazing i realise something over and over again,love
12368,i was in a car accident just me not the kids its left me feeling quite vulnerable,fear
12369,i cant help but also feel incredibly lucky over how it all went down and the community around us,joy
12370,im feeling generous lately spirit of after christmas maybe,joy
12371,i have the power to make another do what i want but in reality feel threatened and desire to control this other person so i am not a href https eqafe,fear
12372,i am feeling rather thrilled,joy
12373,i was feeling quite broke,sadness
12374,i didn t feel particularly mad of course they say that when you are going crazy you really feel like you are becoming more sane,anger
12375,i feel im being punished for not being able to do my dailies,sadness
12376,i feel reassured that fashion sometimes takes itself not so seriously and i can smile and feel better about the whole deal,joy
12377,i feel gutted now i am joyful and at the same time enraged,joy
12378,i was feeling pretty gloomy when i started writing this it s that dreaded time of year of course i burnt the nd set of cake pops that i was baking and i just lost a game of monopoly that game sucks,sadness
12379,id been struggling with feeling highly irritable toward my husband,anger
12380,i feel like i get my money s worth because i m getting a delicious artisan cocktail in return,joy
12381,id like to think i could live happily away from home but i know id definitely feel homesick id miss my friends and our fun outings the most,sadness
12382,i just went out into the garden and you can feel its hot but the wind is ridiculous,love
12383,i am not feeling fabulous i can now speak,joy
12384,i feel agitated and simply irritated,anger
12385,ill mention i listed because they make also some kind feelings like those five or i only like them and ive good memories from those songs,joy
12386,i have already said i am one of many feeling threatened and attacked by the government and media of today and have had to look outside my own small life,fear
12387,i feel resolved some nights i accidentally break down and cry,joy
12388,im trying to do something often i just look at the whole problem and feel overwhelmed by it then sometimes avoid the issue for as long as i can,surprise
12389,i feel completely groggy this morning,sadness
12390,i feel grief for the families of those who were caught in this tragic incident,sadness
12391,i love about my job i still feel dissatisfied,anger
12392,i am feeling afraid cos he isnt answering me again,fear
12393,i wont feel so damn idiotic,sadness
12394,i enjoy feedback and love comments on my posts so please do not feel afraid,fear
12395,i am here to update my blog just found out that my blog looks feels dull when there are no updates,sadness
12396,i feel that i have so much to do to make a positive impact on this world we live in,joy
12397,i feel for the genuinely shy and cautious women at home who after reading shades think that theres something wrong with them that they dont orgasm when someone touches their boob,fear
12398,i think i was right to feel insulted,anger
12399,i was sitting in class on tuesday afternoon and all of a sudden that same feeling came over me a delicious feeling of being slightly out of control and out of my depth a thrill of adrenaline that left me weak and drained yet excited and inquisitive all at once,joy
12400,i just got home from a dinner with the barcial it was fun but it made feel so gloomy,sadness
12401,i feeling more determined than ever to really nail this race,joy
12402,im feeling quite pathetic and miserable actually,sadness
12403,i have thankful for being able to feel thankful after getting through hardship,joy
12404,i understand and appreciate the concern for safety i feel that the real focus of the market the vendors has been ignored,sadness
12405,i experience all my normal moods feel annoyed when my year old whines or my baby wants to be held while im making dinner but i no longer feel consumed by these emotions,anger
12406,ive gotten so used to hearing from david all the time i havent heard a lot from him tonight he stayed over last night and as a result im feeling a little paranoid,fear
12407,i am feeling really quite disheartened,sadness
12408,i realise my thoughts feelings emotions reflect my acceptances and allowances as a result of accepted and allowed programming and conditioning through and as time,joy
12409,i must say that the initial splash was not too bad but after a few strokes you could feel the cold getting into your bones,anger
12410,i am living with my dad and his wife in his new home and i feel very unwelcome here,sadness
12411,i feel really despised i haven t told them yet but it s really awful feeling so segregated,anger
12412,i feel really nervous about losing it i print the file out on to paper as a final security,fear
12413,i needed to know i mattered that my feelings were important and that i mattered enough to be pursued and cherished and protected,joy
12414,i feel i am kinda pissed off,anger
12415,im feeling very optimistic about my stash reducing abilities this month too so you can expect a really big empties post next time,joy
12416,i feel ungrateful by saying this because the school is still letting me go to prom,sadness
12417,i would not feel hesitant in using the medical system again if needed,fear
12418,i get in bed and feel thankful that i made it through one more day but then i have to get up and do it again,joy
12419,i am inferior to them then i feel as i did as a child who was not respected not listened to and not allowed to have an opinion,joy
12420,i have to admit ive been feeling kinda homesick these past couple of days,sadness
12421,i felt like earlier this year i was starting to feel emotional that it was all over but now its just surreal confusion to be quite honest,sadness
12422,i feeling humiliated,sadness
12423,i liked knowing that i am not the only one feeling the way i do about job options the thing that i liked the most was i was able to find some career path and i found some interests,love
12424,i could feel her eyes boring a hole in my neck as i quickly stepped to the side so i wasn t in the way of her son anymore,sadness
12425,i still feel a little shitty right now as i type this,sadness
12426,i could only feel this relaxed all the time,joy
12427,when i was attacked by a teenage boy and had my wallet stolen,fear
12428,i had a trainer i dont think i ever weighed as little as i do now so im feeling pretty excited,joy
12429,i was feeling pretty rotten,sadness
12430,ive missed over a month of training and organised etape prep rides including the etape caledonia and am generally feeling pretty pissed off and depressed about the whole affair so have avoided thinking about it,anger
12431,i feel like a little giggly schoolgirl but its all in fun,joy
12432,i can barely stand the sight of a dog wearing a choke collar because i feel the dog s suffering,sadness
12433,i feel like buy to play is the most accepted model by consumers at large,love
12434,i wish gervase would have piped down so id feel a little less vulnerable right now,fear
12435,i am feeling genuinely proud of myself,joy
12436,i see myself behave in relation to feeling positive or negative and the way others perceive me within doing so,joy
12437,i will stop feeling heartbroken when i see my unfollows,sadness
12438,i already am but i dont know if cashier work is for me i am hoping that after a while i might ask to get transferred to stocking an area i feel more contented in,joy
12439,i don t like feeling that my family damaged me in some way even though they didn t mean it,sadness
12440,i feel very honoured to be a part of her blogger collaboration series on whats in my handbag,joy
12441,i still feel completely accepted,love
12442,i feel amazing after every thrift trip i got on and to have some many in a small amount of time if my idea of bliss once i am earning again i will re claim my crown of thrift princess,surprise
12443,ill feel terrible in the end i dont know why i chose to continue being the shoulder for people to cry on or the one reliable person they can always turn to,sadness
12444,im gonna make you feel just as worthless as you did a few years ago im going to make sure you remember how bad people spoke to you or treated you especially when you needed them,sadness
12445,i understood somewhere in my heart his feeling of decite and abandonment of all hope for ever trusting me again,joy
12446,i have a feeling she will sleep through the night more and be a little less agitated,fear
12447,i say to someone that i feel i have humiliated yeah well thats what you get,sadness
12448,i realised that this was no longer the truth it was merely the truth i remembered i began to feel disheartened,sadness
12449,i left the office feeling discouraged,sadness
12450,i feel extremely fond of comes an avalanche of anxiety,love
12451,i want to write about this because i left campus feeling truly thankful to wesleyan for putting on the kind of event i never dreamed i d be able to attend after just a fairly short car ride,joy
12452,i feel sure it does,joy
12453,i feel terrified of the future,fear
12454,ive been feeling depressed anxious and unhappy,sadness
12455,i feel strange and weird about this entire struggle am i the only one who deals with this kind of conflict,fear
12456,i and most women don t feel particularly burdened by taking the pill there is some unfairness to it,sadness
12457,i have gone to kitoben and worked with the children and on the playground i feel very joyful to be able to be working for others,joy
12458,i wish i could say that i got a feeling that everything is going to be perfect and painless but i didnt,joy
12459,i enjoy reading immensely and i feel strange or off when i m in between books or just lack the time to read,surprise
12460,i feel deeply disturbed that another mother would condemn me and other mothers like me for finding fulfillment in being a mother,sadness
12461,i feel delighted to contact you,joy
12462,i feel like a totally horrible person but i really wish he was coming another weekend,sadness
12463,i feel greedy with my thoughts and it is a relief to let them linger,anger
12464,im feeling generous im going to share them on my blog too,joy
12465,i feel like i have been a bit obnoxious in my picture posting,anger
12466,i feel relieved and excited that someone else feels the same way that i do,joy
12467,i feel irritated by everything,anger
12468,i feel groggy this morning,sadness
12469,i feel somewhat hopeless and pitiful,sadness
12470,im feeling queezy and cant be bothered putting these in order so here goes,anger
12471,im not feeling terrific but have nonetheless managed to drag my carcass over to nordstroms a couple times so theres life in me yet,joy
12472,im feeling rather disheartened,sadness
12473,i feel so helpless i have no one to talk to,sadness
12474,i feel so hesitant about contacting him,fear
12475,i feel so resentful at the sun for chasing me into the house most of the day,anger
12476,i was feeling doubtful and sad about the relationship i have with this man,fear
12477,i suppose that is enough of a statement for those who might feel as i do about his contribution to the unfortunate attitude and rhetoric of conservative christian america,sadness
12478,i must say that there were all familiar faces since i go to that church since but there was this feeling that i was shy and i just wanted to stay there with my friend and be clingy with her all through out the meeting,fear
12479,im sure there are plenty of lovely parties going on but im not feeling very sociable whats new,joy
12480,i just cant help it from feeling so insecure,fear
12481,i feel like if she isnt happy then no one is,joy
12482,i feel like im the mad hatter rather than alice,anger
12483,i am feeling very eager for what my darling has in store for us,joy
12484,i feel like it s boring,sadness
12485,i feel shocked his words very pure very self,surprise
12486,i feel genuinely wronged,anger
12487,i hated feeling inadequate to meet their needs,sadness
12488,ive struggled with feeling inadequate or subpar in various areas of my life and i know i always will,sadness
12489,i alternated between wishing i would die and then feeling terrified that something would happen to me leaving my newborn son without a mother,fear
12490,i do feel a little confused about my reproductive future do i want another baby deep down,fear
12491,i am feeling and the ibs symptoms that have resolved,joy
12492,im feeling plunge us into a world of melancholy and love,sadness
12493,i feel alone and abandoned i believe i am alone and abandoned,sadness
12494,i feel like im waiting for her to get heartbroken all over again,sadness
12495,i feel more positive today,joy
12496,i have never met in real life but feel super bonded to through crisis pregnancies and genius children and my new friend sara at a href http everybitterthingissweet,joy
12497,i shouldn t have been surprised by the amount of courage that these men had but i can t help but feel slightly shocked by it,surprise
12498,i was able to feel slightly less obnoxious knowing that other girls were jonesing as hard as i am,anger
12499,i dont like the way i feel when i am angry,anger
12500,i feel a bit pissed off because we went first,anger
12501,i herself wearing some of the items and they make me feel optimistic,joy
12502,i don t feel dissatisfied just distracted from my life,anger
12503,i have hated feeling useless and ineffective,sadness
12504,i have to admit i have been feeling very disheartened and disillusioned with the whole publishing community for months,sadness
12505,i feel safe and happy when the house is clean,joy
12506,i was feeling horny so we let her in,love
12507,i feel honored she is a legend i admire her although i dont see the similarities between us,joy
12508,i no longer a chiuv that is one a man with have an obligation to say kaddish and daven from the amud lead prayers i feel more relaxed,joy
12509,i am gonna feel lousy i might as well feel lousy while i am doing something,sadness
12510,i look at him i feel disgusted and some what annoyed by his actions,anger
12511,i discovered this feeling of being a successful grown up when i decide make and indulge in a meal that hits the spot,joy
12512,i just think the media in general i just don t really get portrayed as someone who has feelings or who is sympathetic,love
12513,i must not lie radio actually makes you feel wonderful,joy
12514,i i just feel so self content,joy
12515,im finally feeling comfortable in my own skin,joy
12516,i just like women you also feel this is his truthful straightforwardness flash personality,joy
12517,i feel pretty successful with that but theres still something in me that says you can do more,joy
12518,i was actually feeling quite smart i was understanding the questions without even having to do the readings,joy
12519,i am feeling pressured and backed into a corner,fear
12520,i tend to question whether there is a god and if i feel i m in intelligent enough company i will tell them if they ask,joy
12521,i visit cantina i leave feeling that the food is lovely but not always worth the price,love
12522,i wonder what life is like for other people people who can love and be loved who can have sex and enjoy the experience who can feel happiness who get to feel accepted and wanted and needed,joy
12523,i think after i evolve to dress pants i might finally feel comfortable wearing skirts at work but for now theyre in the distant future,joy
12524,i feel loyal to him in some ways so respect his wish not to tell anyone but it is killing me keeping it inside,love
12525,i can have strong feelings of inadequacy and become convinced that everything is all wrong or i cant do anything right,joy
12526,i try that i just feel that im being judged by eyes that only see me as a weird and vain bastard who thinks so much of himself,fear
12527,i were feeling pretty isolated and marginalised and my greatest enemy was the united states which is the only country to have ever deployed a nuclear weapon or two against civilians then i might just want to get one myself,sadness
12528,i always feel privileged to see a jay,joy
12529,i feel that he was desperately fond of me,love
12530,i wake up i realize that my panty is wet and i feel very horny,love
12531,i know now and i knew then that it was a season of learning about trusting god and i do feel more peaceful and calm because of it,joy
12532,i feel like i am one of them now before i resigned i got offered a job at the local council,sadness
12533,im a bit afraid the cookie is what is making me feel not so fantastic,joy
12534,i feel as if i havent been very productive over the past six months,joy
12535,i felt ok about not feeling ok,joy
12536,i feel jealous becasue i wanted that kind of love the true connection between two souls and i wanted that,anger
12537,i feel a mix of emotions lonely sad insecure angry,sadness
12538,i feel that i really ought to assert myself in some way but she smiles a pleasant blonde woman of early middle age young to me and it seems fine to drift on,joy
12539,i packed this time around feeling apprehensive about this challenging season and happy to decompress for a few days at my dads before coming home,fear
12540,i have days where i want nothing more than to be unwanted and where i resent the pressure i feel to be and do everything for everyone even my precious children,joy
12541,i feel deprived of any intimacy at all,sadness
12542,i feel so mush freeer and less repressed,sadness
12543,i still wanted to keep my makeup to like a minimum i wanted everything apart from my lips to look natural so i go with super thin eyeliner eyelash curler lashes and powder foundation i feel its a cute and classy look,joy
12544,i would say that when they start they will feel really intimidated by the code and how vast everything is,fear
12545,i been so acquainted with sleep i feel like i should name it to ensure im not being rude or maybe it has a name already,anger
12546,at school,anger
12547,i feel like i should be spending this precious last half hour of ness and doing something fun and interesting to roll into my new year and by not doing so im letting myself down,joy
12548,i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,anger
12549,i was feeling particularly glamorous in my charlies angel on the weekend travel outfit and comfortably passed three hours in the zoo that is gates by reading fashion mags,joy
12550,i do my best to remain cordial and express what is authentic the real love and gratitude i feel for a devoted father and the nostalgia i feel towards someone i had selected as a life partner as exemplified by an unforgettable blowout wedding at the a href http www,love
12551,i can feel a little better about sunday maybe i can continue that good feeling and get back to the little hot bod i once rocked,joy
12552,im feeling generous with my words,joy
12553,i take it that taylor has apprised you of the latest situation and that you feel reassured that the security of the apartment is no longer compromised,joy
12554,i would set out in a sunny temper and generally feeling benevolent to all road users then every morning at approximately,joy
12555,i know the feeling of plans disturbed schedules disrupted,sadness
